Identifier,Title,Description,Currency,Amount Applied For,Amount Awarded,Amount Disbursed,Award Date,URL,Planned Dates:Start Date,Planned Dates:End Date,Planned Dates:Duration (months),Actual Dates:Start Date,Actual Dates:End Date,Actual Dates:Duration (months),Recipient Org:Identifier,Recipient Org:Name,Recipient Org:Charity Number,Recipient Org:Company Number,Recipient Org:Postal Code,Recipient Org:Location:0:Geographic Code Type,Recipient Org:Location:0:Geographic Code,Recipient Org:Location:0:Name,Recipient Org:Location:1:Geographic Code Type,Recipient Org:Location:1:Geographic Code,Recipient Org:Location:1:Name,Recipient Org:Location:2:Geographic Code Type,Recipient Org:Location:2:Geographic Code,Recipient Org:Location:2:Name,Funding Org:Identifier,Funding Org:Name,Funding Org:Postal Code,Grant Programme:Code,Grant Programme:Title,Grant Programme:URL,Beneficiary Location:0:Name,Beneficiary Location:0:Country Code,Beneficiary Location:0:Geographic Code,Beneficiary Location:0:Geographic Code Type,Beneficiary Location:1:Name,Beneficiary Location:1:Country Code,Beneficiary Location:1:Geographic Code,Beneficiary Location:1:Geographic Code Type,Beneficiary Location:2:Name,Beneficiary Location:2:Country Code,Beneficiary Location:2:Geographic Code,Beneficiary Location:2:Geographic Code Type,Beneficiary Location:3:Name,Beneficiary Location:3:Country Code,Beneficiary Location:3:Geographic Code,Beneficiary Location:3:Geographic Code Type,Beneficiary Location:4:Name,Beneficiary Location:4:Country Code,Beneficiary Location:4:Geographic Code,Beneficiary Location:4:Geographic Code Type,Beneficiary Location:5:Name,Beneficiary Location:5:Country Code,Beneficiary Location:5:Geographic Code,Beneficiary Location:5:Geographic Code Type,Beneficiary Location:6:Name,Beneficiary Location:6:Country Code,Beneficiary Location:6:Geographic Code,Beneficiary Location:6:Geographic Code Type,Beneficiary Location:7:Name,Beneficiary Location:7:Country Code,Beneficiary Location:7:Geographic Code,Beneficiary Location:7:Geographic Code Type,From An Open Call?,The following fields are not in the 360 Giving Standard and are added by GrantNav.,Data Source,Publisher:Name,Recipient Region,Recipient District,Recipient District Geographic Code,Recipient Ward,Recipient Ward Geographic Code,Retrieved for use in GrantNav,License (see note),"Note, this file also contains OS data © Crown copyright and database right 2016, Royal Mail data © Royal Mail copyright and Database right 2016, National Statistics data © Crown copyright and database right 2015 & 2016, see http://grantnav.threesixtygiving.org/datasets/ for more information."
360G-blf-0031039996,The Reach Out Project,"This is a new project that will utilise a ready-made community hub within this inner city primary school, to provide parents and families with increased access to social, educational and family experiences through a network of parent volunteers, activities and workshops.",GBP,,96164,,2016-09-21T00:00:00+00:00,,2016-11-14T00:00:00+00:00,2018-10-14T00:00:00+00:00,23,,,,360G-blf-org-St Vincent's Catholic Primary School-School : Voluntary Aided School-01011930-E08000025,St Vincent's Catholic Primary School,,,,,E05001197,Nechells,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,RC5,Reaching Communities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Nechells Ward,E05001197,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031039962,Visually Impaired Theatre Company (VITC),The project will use the funding to deliver an intergenerational drama project that will support the needs of culturally diverse people who have visual impairments. This will improve levels of confidence and self-esteem for the beneficiaries.  ,GBP,,10000,,2016-09-21T00:00:00+00:00,,2016-11-11T00:00:00+00:00,2017-11-11T00:00:00+00:00,12,,,,GB-CHC-1108728,Extant,1108728,5195961,,,E05001216,Washwood Heath,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,AFE1,Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Washwood Heath Ward,E05001216,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-EFF-15-1573,Grant to Birmingham Settlement (1 Mile Away),towards salaries and on-costs to enable the organisation to provide support to marginalised young people who are at risk of being drawn into street gangs in Birmingham.,GBP,,55000,,2016-09-21T00:00:00.000Z,http://www.onemileaway.com,,,24,,,,360G-EFF-001b000003VM0Tu,Birmingham Settlement (1 Mile Away),517303,,B19 2AB,,,,,,,,,,GB-CHC-200051,Esmée Fairbairn Foundation,,,Main Grant,,England/West Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://esmeefairbairn.org.uk/userfiles/Documents/Grants%20list/Esmee_Grants_Since_2008.json,Esmée Fairbairn Foundation,West Midlands,Birmingham District,E08000025,Aston Ward,E05001179,2019-07-03T10:13:11+00:00,https://creativecommons.org/licenses/by/4.0/,
360G-blf-0031039737,The Pernicious Anaemia Society 10th Anniversary Conference:,The project will hold a conference to provide advocacy and support for people living with Pernicious Anaemia who are socially isolated at work or in their place of education.,GBP,,7605,,2016-09-14T00:00:00+00:00,,2016-10-05T00:00:00+00:00,2017-10-05T00:00:00+00:00,12,,,,GB-CHC-1147839,The Pernicious Anaemia Society,1147839,7904047,,,E05001193,Ladywood,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,AFE1,Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Ladywood Ward,E05001193,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031039553,COMMUNITY COHESHION AND ACADEMIC AWARDS,The organisation will use the funding to celebrate the educational achievements of young people in the community through a dinner and celebration event that hopes to raise aspirations of young people and acknowledge their success.,GBP,,8765,,2016-09-08T00:00:00+00:00,,2016-09-14T00:00:00+00:00,2017-09-14T00:00:00+00:00,12,,,,GB-CHC-1054084,Bangladesh Council,1054084,,,,E05001179,Aston,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,CEL1,Celebrate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Aston Ward,E05001179,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-HenrySmithCharity-20161025,Grant to Birmingham Citizens Advice Bureau,towards three years' continuation funding of a Senior Practitioner to support and train casework volunteers in the West Midlands,GBP,,135000,,2016-09-08T00:00:00+00:00,,,,36,,,,GB-CHC-519639,Birmingham Citizens Advice Bureau,519639,,B4 6TF,,,,,,,,,,GB-CHC-230102,The Henry Smith Charity ,,,Main Grant,,West Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.henrysmithcharity.org.uk/wp-content/uploads/2019/03/360-Giving-Format-Grants-data-Jan-2012-Dec-2018-.xlsx,The Henry Smith Charity,West Midlands,Birmingham District,E08000025,Ladywood Ward,E05001193,2019-07-03T10:18:29+00:00,https://creativecommons.org/licenses/by/4.0/,
360G-HenrySmithCharity-20161450,Grant to Jericho Foundation,towards three years' continuation funding of the running costs of an apprenticeship programme for young people from disadvantaged communities in Birmingham,GBP,,148200,,2016-09-08T00:00:00+00:00,,,,36,,,,GB-CHC-1037084,Jericho Foundation,1037084,,B12 9LX,,,,,,,,,,GB-CHC-230102,The Henry Smith Charity ,,,Main Grant,,West Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.henrysmithcharity.org.uk/wp-content/uploads/2019/03/360-Giving-Format-Grants-data-Jan-2012-Dec-2018-.xlsx,The Henry Smith Charity,West Midlands,Birmingham District,E08000025,Sparkbrook Ward,E05001207,2019-07-03T10:18:29+00:00,https://creativecommons.org/licenses/by/4.0/,
360G-blf-0031039482,HOLISTIC DRUMMING IN THE COMMUNITY,"The project will deliver therapeutic recreational African drumming sessions for young people with learning difficulties, broadening their experiences and providing new opportunities for social interaction.",GBP,,9740,,2016-09-07T00:00:00+00:00,,2016-10-07T00:00:00+00:00,2017-10-07T00:00:00+00:00,12,,,,360G-blf-org-Ishkoka School of Performing Arts (ISOPA-Other : Non charitable unincorporated organisation-05112010-E08000025,Ishkoka School of Performing Arts (ISOPA,,,,,E05001188,Handsworth Wood,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,AFE1,Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Handsworth Wood Ward,E05001188,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031039487,Fox Hollies Forum Community Canopy,This project will use funding to provide a large canopy area for the local community. This will improve the building's facilities and allow easy access to a covered space for community use.,GBP,,9220,,2016-09-07T00:00:00+00:00,,2016-10-24T00:00:00+00:00,2017-10-24T00:00:00+00:00,12,,,,GB-CHC-701230,Fox Hollies Community Association,701230,,,,E05001178,Acocks Green,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,AFE1,Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Acocks Green Ward,E05001178,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031039426,Together We Can!,"This new project builds on elements of existing provision and will link existing neighbourhood support groups on the Firs and Bromford estates in East Birmingham, helping beneficiaries predominantly from BME backgrounds and often with low incomes and English as a second language, to address issues of social isolation, marginalisation and disconnection. It will engage local people to drive change from within to improve community cohesion and create opportunities for individuals living on the estates.",GBP,,374334,,2016-09-07T00:00:00+00:00,,2017-01-01T00:00:00+00:00,2020-01-01T00:00:00+00:00,36,,,,GB-CHC-1068782,Worth Unlimited,1068782,3451215,,,E05001190,Hodge Hill,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,RC5,Reaching Communities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Hodge Hill Ward,E05001190,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031039486,Improving our Outreach facilities for infirm and disabled people,The project will install new doors in the community room to improve disabled access and bring the facility into line with health and safety standards.,GBP,,8300,,2016-09-07T00:00:00+00:00,,2016-09-30T00:00:00+00:00,2017-09-30T00:00:00+00:00,12,,,,GB-CHC-234216,St Michael's Catholic Church,234216,,,,E05001193,Ladywood,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,AFE1,Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Ladywood Ward,E05001193,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031039533,"'The Oaklands Youth, Arts & Culturama Project'","The project will deliver creative social activities, including arts, crafts, and music workshops, for local young people. This will bring young people in the community together socially.",GBP,,9800,,2016-09-07T00:00:00+00:00,,2016-10-13T00:00:00+00:00,2017-10-13T00:00:00+00:00,12,,,,360G-blf-org-Birmingham Carnival Youth & Arts Community Development Project-Other : Non charitable unincorporated organisation-01072002-E08000025,Birmingham Carnival Youth & Arts Community Development Project,,,,,E05001188,Handsworth Wood,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,AFE1,Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Handsworth Wood Ward,E05001188,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031039495,Reach Out project,The project will deliver recreational engagement activities for young people who are at risk of radicalisation. This will provide the young people with positive guidance and support them through coaching.,GBP,,10000,,2016-09-07T00:00:00+00:00,,2016-10-10T00:00:00+00:00,2017-10-10T00:00:00+00:00,12,,,,360G-blf-org-Reach Youth-Other : Non charitable unincorporated organisation-02062014-E08000025,Reach Youth,,,,,E05001197,Nechells,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,AFE1,Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Nechells Ward,E05001197,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031039479,Get Outdoors,The project will deliver activity sessions for families who are at risk of obesity. This will encourage families to become more physically active and adopt healthier lifestyles.,GBP,,9985,,2016-09-07T00:00:00+00:00,,2016-10-10T00:00:00+00:00,2017-10-10T00:00:00+00:00,12,,,,GB-COH-03820846,Kidz Zone Out of School Club,,3820846,,,E05001187,Hall Green,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,AFE1,Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Hall Green Ward,E05001187,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031039416,Safer Lives Safer Futures,"Funding will be used to expand the project providing support to adults with learning disabilities who are experiencing problems that are affecting their safety and wellbeing. Aimed at people living in Edgbaston, Hall Green, Northfield, Selly Oak, Hodge Hill and Yardley areas of Birmingham, those who take part in the project will have access to a personal development plan, and volunteering opportunities to help tackle issues that impact their safety, prevention and supportive networks.",GBP,,156612,,2016-09-07T00:00:00+00:00,,2017-01-01T00:00:00+00:00,2019-12-01T00:00:00+00:00,35,,,,GB-CHC-701365,CASBA,701365,,,,E05001198,Northfield,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,RC5,Reaching Communities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Northfield Ward,E05001198,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-SE-2016006722EXCH,Birmingham BMX Track PDCs,Funding under Sport England's English Institute of Sport funding programme for a Capital project titled 'Birmingham BMX Track PDCs'. This project lists its main activity as Cycling. This funding has contributed towards a Cycling - Cycling (BMX track),GBP,,10000,10000,2016-09-05T00:00:00+00:00,,2016-07-28T00:00:00+00:00,2017-03-31T00:00:00+00:00,9,,,,360G-SE-2016006722,Birmingham City Council,,,B42 2LR,,,,,,,,,,GB-COH-RC000766,Sport England,,EIS,English Institute of Sport,http://www.sportengland.org/funding,B42 2LR,GB,,,"Birmingham, Perry Barr",,E14000566,WPC,Birmingham,,E08000025,LAD,,,E01009239,LSOA,,,,,,,,,,,,,,,,,No,,https://www.sportengland.org/media/12725/360giving-sport-england-data.xlsx,Sport England,West Midlands,Birmingham District,E08000025,Perry Barr Ward,E05001200,2019-07-03T10:16:05+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031039212,In My Street,"The organisation will use the funding to run a series of workshops including photography, music, gardening, IT and food sessions, followed by a street party displaying all the different aspects of the project. This will bring people together to meet their neighbours and make stronger links across the community.",GBP,,8856,,2016-09-01T00:00:00+00:00,,2016-09-07T00:00:00+00:00,2017-09-07T00:00:00+00:00,12,,,,GB-CHC-1099557,Gospel Oak Community Centre,1099557,,,,E05001187,Hall Green,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,CEL1,Celebrate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Hall Green Ward,E05001187,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031039160,Talks from the Edge,"The project will bring together the different activities of the organisation to enable volunteers to share experiences and skills with each other. This will provide more opportunities for volunteers, build capacity, and strengthen the organisation.",GBP,,9979,,2016-08-31T00:00:00+00:00,,2016-09-30T00:00:00+00:00,2017-09-30T00:00:00+00:00,12,,,,GB-COH-09460105,Edge Arts Ltd,,9460105,,,E05001197,Nechells,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,AFE1,Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Nechells Ward,E05001197,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031039126,Victim Wrap Around Support,"Counselling, legal advice and emergency aid packages will be provided to women who have experienced domestic abuse. This will help them to improve their personal resilience and mental wellbeing, as well as access legal support and advice.",GBP,,9700,,2016-08-31T00:00:00+00:00,,2017-04-07T00:00:00+00:00,2018-04-07T00:00:00+00:00,12,,,,360G-blf-org-Wash Away the Victim Effect (WAVE)-Other : Non charitable unincorporated organisation-01082015-E08000025,Wash Away the Victim Effect (WAVE),,,,,E05001186,Erdington,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,AFE1,Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Erdington Ward,E05001186,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031039163,Room Re-order,The project will renovate the cathedral's community rooms to improve the way it meets the needs of the local community.,GBP,,8870,,2016-08-31T00:00:00+00:00,,2016-10-02T00:00:00+00:00,2017-10-02T00:00:00+00:00,12,,,,GB-CHC-234216,St Chad's Cathedral,234216,,,,E05001179,Aston,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,AFE1,Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Aston Ward,E05001179,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031039169,Women Empowering Women,"The project will run a womenâ€™s activity group to improve the skills and confidence of women. This will incorporate advice, healthy lifestyles, employment skills, parenting classes and local outings.",GBP,,9000,,2016-08-31T00:00:00+00:00,,2016-10-11T00:00:00+00:00,2017-10-11T00:00:00+00:00,12,,,,360G-blf-org-Women Empowering Women-Other : Non charitable unincorporated organisation-11112015-E08000025,Women Empowering Women,,,,,E05001216,Washwood Heath,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,AFE1,Awards for All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Washwood Heath Ward,E05001216,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-EFF-15-2864,Grant to Birmingham Opera Company,Towards the company's core work creating innovative productions involving diverse participants and audiences.,GBP,,150000,,2016-08-31T00:00:00.000Z,http://www.birminghamopera.org.uk,,,36,,,,GB-CHC-291130,Birmingham Opera Company,291130,,B1 3HS,,,,,,,,,,GB-CHC-200051,Esmée Fairbairn Foundation,,,Main Grant,,England/West Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://esmeefairbairn.org.uk/userfiles/Documents/Grants%20list/Esmee_Grants_Since_2008.json,Esmée Fairbairn Foundation,West Midlands,Birmingham District,E08000025,Ladywood Ward,E05001193,2019-07-03T10:13:11+00:00,https://creativecommons.org/licenses/by/4.0/,
360G-blf-0031038885,Picture This,"The organisation will use the funding to celebrate the history and diversity of Kings Heath through a film and photography project involving young people. The event will enable young people to explore their community and document the diverse religions, cultures and stories that reside in Kings Heath. An exhibition will be displayed in the centre and on the website showcasing their discoveries.",GBP,,6280,,2016-08-25T00:00:00+00:00,,2016-09-05T00:00:00+00:00,2017-09-05T00:00:00+00:00,12,,,,GB-COH-9548934,ViewfinderUK CIC,,9548934,,,E05001200,Perry Barr,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,CEL1,Celebrate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Perry Barr Ward,E05001200,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
360G-blf-0031038928,Everything Must Go,The organisation will use the funding to deliver a series of three pop up events and a mini festival. This will enable the organisation to celebrate diversity and improve cultural awareness and cohesion.  ,GBP,,9906,,2016-08-25T00:00:00+00:00,,2016-09-12T00:00:00+00:00,2017-09-12T00:00:00+00:00,12,,,,GB-COH-5312260,Friction Arts Limited,,5312260,,,E05001197,Nechells,,E08000025,Birmingham,,,,360G-blf,The Big Lottery Fund,,CEL1,Celebrate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tnlcommunityfund.org.uk/media/open-data/TNLCF_Grant_Data_2015-2017.xlsx,The National Lottery Community Fund,West Midlands,Birmingham District,E08000025,Nechells Ward,E05001197,2019-07-03T12:23:06+00:00,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,
